epoca,loss_train,loss_validation,validation_acc,validation_qwk,y_0,y_hat_0,loss_test-0,test-0_acc,test-0_qwk,y_1,y_hat_1,loss_test-1,test-1_acc,test-1_qwk,y_2,y_hat_2,loss_test-2,test-2_acc,test-2_qwk,y_3_cohesive,y_3_repetitions,y_3_inadequacies,y_3_monoblock,y_hat_3_cohesive,y_hat_3_repetitions,y_hat_3_inadequacies,y_hat_3_monoblock,loss_test-3,test-3_acc_cohesive,test-3_acc_repetitions,test-3_acc_inadequacies,test-3_acc_monoblock,test-3_qwk_cohesive,test-3_qwk_repetitions,test-3_qwk_inadequacies,test-3_qwk_monoblock,y_4_cohesive,y_4_repetitions,y_4_inadequacies,y_4_monoblock,y_hat_4_cohesive,y_hat_4_repetitions,y_hat_4_inadequacies,y_hat_4_monoblock,loss_test-4,test-4_acc_cohesive,test-4_acc_repetitions,test-4_acc_inadequacies,test-4_acc_monoblock,test-4_qwk_cohesive,test-4_qwk_repetitions,test-4_qwk_inadequacies,test-4_qwk_monoblock
0,,,,,"[3, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4, 2, 3, 4, 3, 3, 4, 3, 3, 2, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 2, 3, 4, 4, 3, 2, 3, 5, 4, 4, 4, 3, 3, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 5, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 5, 4, 4, 3, 3, 3, 4, 2, 3, 3, 3, 3, 2, 4, 3, 5, 3, 2, 3, 0, 3, 3, 4, 1, 4, 3, 4, 4, 3, 3, 4, 3, 3, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 2, 3, 4, 3, 3, 3, 4]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",5.749435842037201,58.69565200805664,0.1879770992366413,"[3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 3, 3, 4, 4, 5, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.8291845917701721,44.44444274902344,0.0,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 2, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 1, 3, 4, 3, 4, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.0930563360452652,66.66666412353516,0.0,"[3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 5, 4, 5, 4, 4, 5, 3, 4, 3, 3, 3, 4, 4, 5, 3]","[4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 2, 4, 4, 2, 3, 3, 4, 3, 3, 4, 4, 4]","[4, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 4, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3]","[2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2]","[3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,48.148148148148145,18.51851851851852,44.44444444444444,100.0,0.39616613418530344,0.03305785123966942,0.1473684210526317,1.0,"[3, 4, 3, 3, 3, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 3, 4, 4, 4, 3, 3]","[2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3]","[2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 4, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3]","[2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2]","[3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,59.25925925925925,62.96296296296296,25.925925925925924,100.0,0.32014388489208645,0.24581005586592175,0.022471910112359494,1.0
1,0.29164624214172363,5.907649099826813,59.09090805053711,0.3895257946847317,"[3, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4, 2, 3, 4, 3, 3, 4, 3, 3, 2, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 2, 3, 4, 4, 3, 2, 3, 5, 4, 4, 4, 3, 3, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 5, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 5, 4, 4, 3, 3, 3, 4, 2, 3, 3, 3, 3, 2, 4, 3, 5, 3, 2, 3, 0, 3, 3, 4, 1, 4, 3, 4, 4, 3, 3, 4, 3, 3, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 2, 3, 4, 3, 3, 3, 4]","[3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3]",5.371889710426331,63.76811599731445,0.3532513181019332,"[3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 3, 3, 4, 4, 5, 3]","[3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3]",1.4305173754692078,62.96296310424805,0.3946188340807175,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 2, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 1, 3, 4, 3, 4, 3, 3]","[3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3]",1.0306885242462158,74.0740737915039,0.4327731092436975,"[3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 5, 4, 5, 4, 4, 5, 3, 4, 3, 3, 3, 4, 4, 5, 3]","[4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 2, 4, 4, 2, 3, 3, 4, 3, 3, 4, 4, 4]","[4, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 4, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 4, 3]","[2, 2, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2]","[4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,55.55555555555556,25.925925925925924,70.37037037037037,100.0,0.4600000000000001,0.07518796992481191,0.052631578947368474,1.0,"[3, 4, 3, 3, 3, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 3, 4, 4, 4, 3, 3]","[2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3]","[2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 4, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 4, 3]","[2, 2, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2]","[4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,66.66666666666666,66.66666666666666,3.7037037037037033,100.0,0.43157894736842106,0.3305785123966942,0.0,1.0
2,0.28515830636024475,5.6777907609939575,54.54545593261719,0.3370727889381686,,,5.207471936941147,62.31884002685547,0.3484978540772532,,,1.319679319858551,59.25925827026367,0.3414634146341463,,,1.0089062750339508,77.77777862548828,0.46827133479212246,,,,,,,,,0,51.85185185185185,29.629629629629626,66.66666666666666,100.0,0.45070422535211263,0.017467248908296873,-0.13023255813953472,1.0,,,,,,,,,0,55.55555555555556,59.25925925925925,3.7037037037037033,100.0,0.2622950819672131,0.20375335120643423,-0.008733624454148492,1.0
3,0.2702901065349579,5.474789023399353,56.818180084228516,0.3863279203771608,,,5.003393307328224,59.4202880859375,0.334710743801653,,,1.2100405097007751,59.25925827026367,0.3265306122448981,,,1.0075539499521255,70.37036895751953,0.4,,,,,,,,,0,51.85185185185185,37.03703703703704,70.37037037037037,100.0,0.45070422535211263,-0.061538461538461764,-0.06930693069306937,1.0,,,,,,,,,0,55.55555555555556,59.25925925925925,0.0,100.0,0.2622950819672131,0.20800000000000007,0.008474576271186529,1.0
4,0.27538999915122986,5.317921742796898,56.818180084228516,0.3863279203771608,,,4.864894330501556,63.76811599731445,0.39622641509433965,,,1.1578151285648346,62.96296310424805,0.3807339449541285,,,1.0057433396577835,66.66666412353516,0.36964980544747084,,,,,,,,,0,59.25925925925925,40.74074074074074,74.07407407407408,100.0,0.5039370078740157,-0.06211180124223592,0.0,1.0,,,,,,,,,0,44.44444444444444,51.85185185185185,0.0,100.0,0.3360655737704916,0.06896551724137923,0.0,1.0
5,0.25906309485435486,5.2009367197752,58.33333206176758,0.4028324154209283,"[3, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4, 2, 3, 4, 3, 3, 4, 3, 3, 2, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 2, 3, 4, 4, 3, 2, 3, 5, 4, 4, 4, 3, 3, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 5, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 5, 4, 4, 3, 3, 3, 4, 2, 3, 3, 3, 3, 2, 4, 3, 5, 3, 2, 3, 0, 3, 3, 4, 1, 4, 3, 4, 4, 3, 3, 4, 3, 3, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 2, 3, 4, 3, 3, 3, 4]","[4, 4, 3, 4, 3, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 3, 4, 3, 4, 4, 3, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 4, 4, 3, 3, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3]",4.755420848727226,63.76811599731445,0.39622641509433965,"[3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 3, 3, 4, 4, 5, 3]","[3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3]",1.116341471672058,62.96296310424805,0.3807339449541285,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 2, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 1, 3, 4, 3, 4, 3, 3]","[3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3]",1.012925624847412,66.66666412353516,0.36964980544747084,"[3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 5, 4, 5, 4, 4, 5, 3, 4, 3, 3, 3, 4, 4, 5, 3]","[4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 2, 4, 4, 2, 3, 3, 4, 3, 3, 4, 4, 4]","[4, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 3, 3, 3, 4, 3, 5, 5, 3, 3, 3, 3, 5, 3, 5, 4, 3, 5, 3, 3, 3, 3, 3, 3, 4, 5, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,62.96296296296296,40.74074074074074,74.07407407407408,100.0,0.6033898305084745,0.0,0.0,1.0,"[3, 4, 3, 3, 3, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 3, 4, 4, 4, 3, 3]","[2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3]","[2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 3, 3, 3, 4, 3, 5, 5, 3, 3, 3, 3, 5, 3, 5, 4, 3, 5, 3, 3, 3, 3, 3, 3, 4, 5, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,37.03703703703704,48.148148148148145,0.0,100.0,0.32131147540983596,0.0,0.0,1.0
6,0.26961472630500793,5.122761741280556,58.33333206176758,0.4028324154209283,,,4.669447213411331,65.21739196777344,0.41938110749185675,,,1.088407889008522,62.96296310424805,0.3807339449541285,,,1.0143069475889206,66.66666412353516,0.36964980544747084,,,,,,,,,0,55.55555555555556,40.74074074074074,74.07407407407408,100.0,0.5811789038262668,0.0,0.0,1.0,,,,,,,,,0,33.33333333333333,48.148148148148145,0.0,100.0,0.2970106075216973,0.0,0.0,1.0
7,0.2207155078649521,5.081733748316765,59.84848403930664,0.4193802521008403,"[3, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4, 2, 3, 4, 3, 3, 4, 3, 3, 2, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 2, 3, 4, 4, 3, 2, 3, 5, 4, 4, 4, 3, 3, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 5, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 5, 4, 4, 3, 3, 3, 4, 2, 3, 3, 3, 3, 2, 4, 3, 5, 3, 2, 3, 0, 3, 3, 4, 1, 4, 3, 4, 4, 3, 3, 4, 3, 3, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 2, 3, 4, 3, 3, 3, 4]","[4, 4, 3, 4, 3, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 3, 4, 3, 4, 4, 3, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 4, 4, 4, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 4, 4, 3, 3, 4, 3, 3, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3]",4.611996576189995,65.21739196777344,0.42360549717057394,"[3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 3, 3, 4, 4, 5, 3]","[3, 3, 4, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 4, 3]",1.0659187287092209,70.37036895751953,0.49295774647887325,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 2, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 1, 3, 4, 3, 4, 3, 3]","[3, 3, 4, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 4, 3]",1.0287599116563797,59.25925827026367,0.3152173913043478,"[3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 5, 4, 5, 4, 4, 5, 3, 4, 3, 3, 3, 4, 4, 5, 3]","[4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 2, 4, 4, 2, 3, 3, 4, 3, 3, 4, 4, 4]","[4, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 3, 3, 3, 5, 3, 5, 5, 3, 3, 3, 3, 5, 5, 5, 4, 3, 5, 3, 3, 3, 3, 3, 3, 5, 5, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,55.55555555555556,40.74074074074074,74.07407407407408,100.0,0.592964824120603,0.0,0.0,1.0,"[3, 4, 3, 3, 3, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 3, 4, 4, 4, 3, 3]","[2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3]","[2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 3, 3, 3, 5, 3, 5, 5, 3, 3, 3, 3, 5, 5, 5, 4, 3, 5, 3, 3, 3, 3, 3, 3, 5, 5, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,33.33333333333333,48.148148148148145,0.0,100.0,0.3402714932126698,0.0,0.0,1.0
8,0.22221200168132782,5.040908113121986,59.84848403930664,0.4193802521008403,,,4.56091745197773,66.66666412353516,0.4297520661157026,,,1.0503514260053635,62.96296310424805,0.3661971830985916,,,1.0242741852998734,66.66666412353516,0.4130434782608695,,,,,,,,,0,51.85185185185185,40.74074074074074,74.07407407407408,100.0,0.583011583011583,0.0,0.0,1.0,,,,,,,,,0,33.33333333333333,48.148148148148145,0.0,100.0,0.3053173241852487,0.0,0.0,1.0
9,0.2170061469078064,5.0291653126478195,58.33333206176758,0.40047393364928907,,,4.551275938749313,67.39130401611328,0.4868525896414343,,,1.0254617482423782,66.66666412353516,0.4228028503562945,,,1.0496773272752762,62.96296310424805,0.38528896672504376,,,,,,,,,0,48.148148148148145,40.74074074074074,74.07407407407408,100.0,0.5054945054945056,0.0,0.0,1.0,,,,,,,,,0,29.629629629629626,48.148148148148145,0.0,100.0,0.2949308755760368,0.0,0.0,1.0
